1.000000000000000000e+00,1.600000000000000000e+01,9.761183499514357598e-01,4.997896847671786418e+02
1.200000000000000000e+01,2.100000000000000000e+01,1.199652631833854066e-01,8.809776450895306255e+00
1.100000000000000000e+01,2.000000000000000000e+01,9.983329743223448016e-01,9.832915900996155187e+02
1.200000000000000000e+01,9.000000000000000000e+00,5.063403265584672797e-01,3.732549984062831072e+01
3.000000000000000000e+00,1.600000000000000000e+01,1.770797188910279152e-01,1.472771366124866432e+01
1.600000000000000000e+01,9.000000000000000000e+00,5.789296308616040942e-01,5.444808325850779340e+01
9.000000000000000000e+00,1.000000000000000000e+00,1.382650464785452060e-01,-3.671132615128863907e+00
1.400000000000000000e+01,7.000000000000000000e+00,8.152536527312584935e-01,8.399512139662010668e+01
3.000000000000000000e+00,1.000000000000000000e+00,1.944786197654463367e-01,-1.652597038498685444e+00
3.000000000000000000e+00,2.100000000000000000e+01,6.061283078050647699e-01,3.326134141717333819e+02
1.900000000000000000e+01,2.400000000000000000e+01,6.097721729285827674e-01,4.969694565149374625e+02
7.000000000000000000e+00,1.600000000000000000e+01,9.680563026194504150e-01,5.610890375614693539e+02
1.400000000000000000e+01,2.200000000000000000e+01,8.143929077281459872e-01,7.741691979733333255e+02
4.000000000000000000e+00,1.000000000000000000e+01,9.059483302092775636e-01,1.830191028786153709e+02
1.800000000000000000e+01,1.300000000000000000e+01,9.755361664033440627e-01,4.862288766223431367e+02
1.200000000000000000e+01,2.300000000000000000e+01,9.059229578332165245e-01,1.040886179957715513e+03
0.000000000000000000e+00,1.600000000000000000e+01,9.646141459750824376e-01,4.764059907150016784e+02
1.500000000000000000e+01,1.000000000000000000e+00,1.784885483343635615e-01,-7.882973595257482202e+00
1.100000000000000000e+01,7.000000000000000000e+00,8.106071838667817664e-01,7.865724581285168426e+01
1.700000000000000000e+01,5.000000000000000000e+00,3.132033139482192086e-01,-8.457005464590579891e+00
1.000000000000000000e+01,1.300000000000000000e+01,7.500562178754827114e-01,2.225079007157257820e+02
1.300000000000000000e+01,1.600000000000000000e+01,1.199406116682122381e-03,-4.603992924321845259e-02
2.000000000000000000e+00,9.000000000000000000e+00,6.957282447734426389e-01,8.030141032853644845e+01
8.000000000000000000e+00,6.000000000000000000e+00,1.374169988074236404e-01,-1.813845483337041875e+00
1.600000000000000000e+01,1.900000000000000000e+01,5.015579143875176227e-01,1.959080990475760018e+02
1.800000000000000000e+01,3.000000000000000000e+00,2.178182735484212040e-01,-1.035012576399374140e+01
9.000000000000000000e+00,2.800000000000000000e+01,9.430801257272281024e-01,1.580487676562265051e+03
1.800000000000000000e+01,7.000000000000000000e+00,7.065665745305640399e-01,5.521627088852588372e+01
5.000000000000000000e+00,6.000000000000000000e+00,5.286156363848080186e-01,1.662145204754382988e+01
5.000000000000000000e+00,1.100000000000000000e+01,4.411715263934247178e-01,4.520609047273671166e+01
3.000000000000000000e+00,2.700000000000000000e+01,6.180483999255781402e-02,5.032203447293693621e+00
1.100000000000000000e+01,3.000000000000000000e+00,1.355103296560656867e-01,-4.059189353509149889e+00
1.800000000000000000e+01,2.800000000000000000e+01,3.831672083714177113e-02,2.613421258857351326e-01
7.000000000000000000e+00,1.900000000000000000e+01,5.357100440792643692e-01,2.164009777906712202e+02
8.000000000000000000e+00,0.000000000000000000e+00,9.723180251860219503e-01,-2.333563260446452858e+01
1.800000000000000000e+01,2.300000000000000000e+01,4.995544437796392012e-01,2.886646496273767184e+02
0.000000000000000000e+00,9.000000000000000000e+00,4.113398789207278750e-02,2.741048035046408926e-01
9.000000000000000000e+00,1.100000000000000000e+01,2.789305063231783954e-01,1.344545540216431867e+01
1.600000000000000000e+01,1.600000000000000000e+01,2.466568984730306280e-01,2.315202457879961884e+01
1.200000000000000000e+01,2.200000000000000000e+01,7.653427146858854391e-01,6.578041099378278886e+02
1.300000000000000000e+01,2.000000000000000000e+00,2.253387828405031268e-01,-8.084495960330484010e+00
1.100000000000000000e+01,2.200000000000000000e+01,9.719356896548506652e-01,1.104547782772707706e+03
1.300000000000000000e+01,6.000000000000000000e+00,5.911897827483512113e-01,1.822465613352721192e+01
1.700000000000000000e+01,3.000000000000000000e+00,7.472991040252002781e-01,-6.776031971382577623e+00
1.000000000000000000e+00,1.600000000000000000e+01,9.813667600770158428e-01,5.052753936844774216e+02
1.200000000000000000e+01,1.000000000000000000e+01,1.717568111243145124e-01,3.248626334262469939e-01
1.600000000000000000e+01,4.000000000000000000e+00,8.267808052285441356e-01,1.835886766308404106e+01
1.000000000000000000e+00,1.400000000000000000e+01,9.469982271086117009e-01,3.605966439846777689e+02
1.100000000000000000e+01,1.600000000000000000e+01,6.671745918520272101e-01,2.581531018006471072e+02
6.000000000000000000e+00,1.800000000000000000e+01,4.590492343589626101e-01,1.387349307615683927e+02
4.000000000000000000e+00,2.300000000000000000e+01,7.006676924984442945e-01,5.426478303811558135e+02
1.600000000000000000e+01,8.000000000000000000e+00,9.204605822832180317e-01,1.640874318473826179e+02
9.000000000000000000e+00,6.000000000000000000e+00,4.793940812229446902e-02,-1.122945185282170133e+00
1.400000000000000000e+01,2.100000000000000000e+01,1.713858364505993492e-04,-7.172296572336291955e-03
3.000000000000000000e+00,9.000000000000000000e+00,5.043950559077927664e-01,4.014035732282628288e+01
1.000000000000000000e+01,6.000000000000000000e+00,7.702372937357174765e-01,4.702530863874132194e+01
1.000000000000000000e+00,1.200000000000000000e+01,4.747299358138837855e-01,6.476581178701503916e+01
7.000000000000000000e+00,1.800000000000000000e+01,4.254093917213573883e-01,1.180374517551548195e+02
4.000000000000000000e+00,2.700000000000000000e+01,4.005105518176887980e-01,2.360082618677723190e+02
9.000000000000000000e+00,2.200000000000000000e+01,5.085144544544721867e-01,2.626183277036290065e+02
4.000000000000000000e+00,1.100000000000000000e+01,6.018262190532539524e-01,9.002027280824302125e+01
1.200000000000000000e+01,2.800000000000000000e+01,7.481719635984928063e-01,9.914875351524107145e+02
1.100000000000000000e+01,2.000000000000000000e+00,4.694801023432730869e-01,-1.145301625983939431e+01
1.400000000000000000e+01,2.900000000000000000e+01,3.039278217531523607e-01,1.540031684672464394e+02
1.300000000000000000e+01,1.100000000000000000e+01,9.270027786384040791e-01,2.857202922441733790e+02
1.100000000000000000e+01,2.000000000000000000e+01,9.468242732196374689e-03,-2.405471766191057958e-01
1.700000000000000000e+01,5.000000000000000000e+00,2.597782470087967033e-01,-8.384313035227716426e+00
4.000000000000000000e+00,2.700000000000000000e+01,4.626431209538296452e-01,3.172111843324770462e+02
1.400000000000000000e+01,8.000000000000000000e+00,2.728397607176802353e-01,3.440349212212883145e-01
1.700000000000000000e+01,2.800000000000000000e+01,4.108557278882405406e-01,2.767408065360704086e+02
4.000000000000000000e+00,1.500000000000000000e+01,2.519574012792171747e-01,2.650334423962711128e+01
1.400000000000000000e+01,1.100000000000000000e+01,7.417917544024061893e-01,1.648653505329922098e+02
8.000000000000000000e+00,1.800000000000000000e+01,9.415627481001002108e-01,6.720822917990277574e+02
6.000000000000000000e+00,4.000000000000000000e+00,2.955553150591183620e-01,-1.905078407665523610e+00
1.200000000000000000e+01,0.000000000000000000e+00,1.367723056185204955e-01,-4.923803002266737394e+00
9.000000000000000000e+00,2.200000000000000000e+01,1.339192170286358508e-01,1.422018590686784201e+01
4.000000000000000000e+00,2.100000000000000000e+01,7.979966781301059964e-01,5.947662044233840106e+02
1.500000000000000000e+01,2.700000000000000000e+01,8.486705558782418057e-01,1.259477655134963243e+03
9.000000000000000000e+00,2.500000000000000000e+01,3.954307413955039374e-01,1.986923447328673547e+02
2.000000000000000000e+00,1.000000000000000000e+01,5.655981987947666934e-01,6.420538753894200568e+01
1.000000000000000000e+01,2.300000000000000000e+01,6.328264950943407463e-03,-1.474200005213644471e-01
0.000000000000000000e+00,2.500000000000000000e+01,2.579753662784245449e-01,8.318911200810913442e+01
1.500000000000000000e+01,2.700000000000000000e+01,8.265380326474823791e-01,1.187548623912672610e+03
4.000000000000000000e+00,2.700000000000000000e+01,1.024878527221374513e-01,1.420089062535381075e+01
1.800000000000000000e+01,1.500000000000000000e+01,9.020147700782166211e-01,5.155798449485528181e+02
1.500000000000000000e+01,1.700000000000000000e+01,9.409461651089073841e-01,6.818460089308372289e+02
9.000000000000000000e+00,2.500000000000000000e+01,4.442958492345984167e-01,2.544857944780617061e+02
1.400000000000000000e+01,2.000000000000000000e+00,4.738475652633461488e-01,-1.512632169099220114e+01
1.900000000000000000e+01,2.800000000000000000e+01,9.957871257326476044e-01,2.023360928673295348e+03
4.000000000000000000e+00,2.000000000000000000e+00,3.371835993089388195e-01,-2.829978229320285088e+00
1.500000000000000000e+01,1.900000000000000000e+01,6.870653735983626165e-01,4.023440850157460886e+02
4.000000000000000000e+00,8.000000000000000000e+00,6.960820862298824352e-01,6.445962055883484254e+01
1.300000000000000000e+01,2.100000000000000000e+01,5.629417925528521494e-01,3.062568327793183016e+02
1.200000000000000000e+01,1.300000000000000000e+01,4.617269516554223241e-01,7.079272746198955701e+01
7.000000000000000000e+00,2.200000000000000000e+01,9.681689518280928164e-01,1.026781530078839523e+03
9.000000000000000000e+00,1.000000000000000000e+00,6.380347559979164807e-01,-1.407513306846084333e+01
1.200000000000000000e+01,2.600000000000000000e+01,7.676041030133671228e-01,9.100991793088904842e+02
2.000000000000000000e+00,2.900000000000000000e+01,2.589111603677906048e-01,1.122060386666559424e+02
1.500000000000000000e+01,2.000000000000000000e+00,2.195281348655002684e-01,-9.175836292042346187e+00
0.000000000000000000e+00,2.200000000000000000e+01,3.356666866329478527e-01,1.090666165306570861e+02
1.000000000000000000e+00,1.800000000000000000e+01,9.202357182226170718e-01,5.600147408048043189e+02
7.000000000000000000e+00,2.800000000000000000e+01,6.166593192013810620e-01,6.292727654280280376e+02
4.000000000000000000e+00,1.500000000000000000e+01,9.320867769697344096e-01,4.283555737110388009e+02
1.500000000000000000e+01,3.000000000000000000e+00,3.080210265701344152e-02,-1.367701683721829653e+00
7.000000000000000000e+00,6.000000000000000000e+00,3.219526655068113419e-01,2.103651500267445407e+00
1.400000000000000000e+01,5.000000000000000000e+00,4.072886723143661625e-01,-4.082532134536187129e+00
1.500000000000000000e+01,7.000000000000000000e+00,3.861699366025672653e-01,3.283607558743558030e+00
8.000000000000000000e+00,5.000000000000000000e+00,2.385418111808856878e-02,-5.435063068806760267e-01
5.000000000000000000e+00,2.800000000000000000e+01,5.098154247233772640e-01,4.184454036575288001e+02
1.700000000000000000e+01,9.000000000000000000e+00,5.461713343144944943e-01,4.539783476949961027e+01
0.000000000000000000e+00,1.700000000000000000e+01,5.562674556655229363e-01,1.788525527304396121e+02
6.000000000000000000e+00,2.600000000000000000e+01,4.157514032589348929e-01,2.374191530744777765e+02
8.000000000000000000e+00,2.700000000000000000e+01,6.507275082769057306e-01,6.612856308895989059e+02
0.000000000000000000e+00,3.000000000000000000e+00,3.938945682163530471e-02,2.792752755666249795e-02
1.300000000000000000e+01,9.000000000000000000e+00,8.178269769065384942e-01,1.404555375923334850e+02
1.700000000000000000e+01,2.400000000000000000e+01,2.833829557963768453e-01,8.734485350326760056e+01
1.400000000000000000e+01,6.000000000000000000e+00,7.897655186513058423e-01,5.311678688967112549e+01
1.000000000000000000e+01,8.000000000000000000e+00,4.859616377195813408e-01,2.483059218283090530e+01
7.000000000000000000e+00,1.600000000000000000e+01,5.192458993790960431e-02,3.056987698467181769e-01
1.600000000000000000e+01,1.700000000000000000e+01,9.810078522378072874e-01,7.659600625068758291e+02
3.000000000000000000e+00,2.800000000000000000e+01,2.313839759078394342e-01,8.290657043474787713e+01
1.700000000000000000e+01,1.500000000000000000e+01,4.271247238064641571e-01,8.018292237854133475e+01
0.000000000000000000e+00,2.400000000000000000e+01,9.583873786291280394e-01,1.058119335377984498e+03
